n,size,func,p,q,compression,compressed_size,ratio,time
2048,33554432,sin(75x)cos(75y),75,75,LZ4Frame,4221963,0.12582430243492126,0.141349164
2048,33554432,sin(75x)cos(75y),75,75,Xz,14588,0.0004347562789916992,0.466099221
2048,33554432,sin(75x)cos(75y),75,75,Zlib,240397,0.00716438889503479,0.108110043
2048,33554432,sin(75x)cos(75y),75,75,Zstd,20471,0.0006100833415985107,0.006027756
4096,134217728,sin(75x)cos(75y),75,75,Bzip2,6942855,0.051728300750255585,42.535050233
4096,134217728,sin(75x)cos(75y),75,75,LZ4Fast,132833619,0.9896875843405724,0.42016955
4096,134217728,sin(75x)cos(75y),75,75,LZ4Frame,33958923,0.2530136927962303,0.046512307
4096,134217728,sin(75x)cos(75y),75,75,Xz,38716,0.00028845667839050293,2.254151581
4096,134217728,sin(75x)cos(75y),75,75,Zlib,56670339,0.4222269281744957,1.858506123
4096,134217728,sin(75x)cos(75y),75,75,Zstd,53993,0.00040227919816970825,0.022601677
16,2048,sin(80x)cos(80y),80,80,Bzip2,222,0.1083984375,0.000147593
16,2048,sin(80x)cos(80y),80,80,LZ4Fast,138,0.0673828125,7.387e-6
16,2048,sin(80x)cos(80y),80,80,LZ4Frame,136,0.06640625,8.372e-6
16,2048,sin(80x)cos(80y),80,80,Xz,180,0.087890625,0.001271468
16,2048,sin(80x)cos(80y),80,80,Zlib,126,0.0615234375,3.5931e-5
16,2048,sin(80x)cos(80y),80,80,Zstd,115,0.05615234375,8.0985e-5
32,8192,sin(80x)cos(80y),80,80,Bzip2,445,0.0543212890625,0.000471211
32,8192,sin(80x)cos(80y),80,80,LZ4Fast,343,0.0418701171875,8.918e-6
32,8192,sin(80x)cos(80y),80,80,LZ4Frame,264,0.0322265625,6.647e-6
32,8192,sin(80x)cos(80y),80,80,Xz,296,0.0361328125,0.001734048
32,8192,sin(80x)cos(80y),80,80,Zlib,279,0.0340576171875,6.1282e-5
32,8192,sin(80x)cos(80y),80,80,Zstd,213,0.0260009765625,8.0064e-5
64,32768,sin(80x)cos(80y),80,80,Bzip2,925,0.028228759765625,0.004135799
64,32768,sin(80x)cos(80y),80,80,LZ4Fast,951,0.029022216796875,1.7066e-5
64,32768,sin(80x)cos(80y),80,80,LZ4Frame,553,0.016876220703125,1.8604e-5
64,32768,sin(80x)cos(80y),80,80,Xz,496,0.01513671875,0.002330722
64,32768,sin(80x)cos(80y),80,80,Zlib,589,0.017974853515625,0.000147925
64,32768,sin(80x)cos(80y),80,80,Zstd,396,0.0120849609375,0.000359119
128,131072,sin(80x)cos(80y),80,80,Bzip2,1732,0.013214111328125,0.018226266
128,131072,sin(80x)cos(80y),80,80,LZ4Fast,2974,0.0226898193359375,4.5603e-5
128,131072,sin(80x)cos(80y),80,80,LZ4Frame,1356,0.010345458984375,1.6167e-5
128,131072,sin(80x)cos(80y),80,80,Xz,848,0.0064697265625,0.002861607
128,131072,sin(80x)cos(80y),80,80,Zlib,1480,0.01129150390625,0.000443771
128,131072,sin(80x)cos(80y),80,80,Zstd,803,0.00612640380859375,9.428e-5
256,524288,sin(80x)cos(80y),80,80,Bzip2,3293,0.0062808990478515625,0.094163755
256,524288,sin(80x)cos(80y),80,80,LZ4Fast,302537,0.5770435333251953,0.000755553
256,524288,sin(80x)cos(80y),80,80,LZ4Frame,8848,0.016876220703125,5.4383e-5
256,524288,sin(80x)cos(80y),80,80,Xz,1512,0.0028839111328125,0.008670916
256,524288,sin(80x)cos(80y),80,80,Zlib,4398,0.008388519287109375,0.001617283
256,524288,sin(80x)cos(80y),80,80,Zstd,1567,0.0029888153076171875,0.000208477
512,2097152,sin(80x)cos(80y),80,80,Bzip2,21967,0.010474681854248047,0.591704169
512,2097152,sin(80x)cos(80y),80,80,LZ4Fast,1789266,0.8531885147094727,0.00242784
512,2097152,sin(80x)cos(80y),80,80,LZ4Frame,94764,0.04518699645996094,0.00036118
512,2097152,sin(80x)cos(80y),80,80,Xz,3000,0.001430511474609375,0.02978062
512,2097152,sin(80x)cos(80y),80,80,Zlib,15409,0.007347583770751953,0.006671027
512,2097152,sin(80x)cos(80y),80,80,Zstd,3512,0.001674652099609375,0.000877348
1024,8388608,sin(80x)cos(80y),80,80,Bzip2,134827,0.016072630882263184,2.5570463
1024,8388608,sin(80x)cos(80y),80,80,LZ4Fast,7785833,0.9281436204910278,0.008357688
1024,8388608,sin(80x)cos(80y),80,80,LZ4Frame,528971,0.06305825710296631,0.001207826
1024,8388608,sin(80x)cos(80y),80,80,Xz,6256,0.0007457733154296875,0.112423928
1024,8388608,sin(80x)cos(80y),80,80,Zlib,59242,0.007062196731567383,0.025966444
1024,8388608,sin(80x)cos(80y),80,80,Zstd,7778,0.0009272098541259766,0.00163126
2048,33554432,sin(80x)cos(80y),80,80,Bzip2,922293,0.027486473321914673,10.778514819
2048,33554432,sin(80x)cos(80y),80,80,LZ4Fast,32463228,0.9674795866012573,0.05486973
2048,33554432,sin(80x)cos(80y),80,80,LZ4Frame,4253197,0.12675514817237854,0.140328408
2048,33554432,sin(80x)cos(80y),80,80,Xz,14572,0.0004342794418334961,0.46488848
2048,33554432,sin(80x)cos(80y),80,80,Zlib,240384,0.00716400146484375,0.106551252
2048,33554432,sin(80x)cos(80y),80,80,Zstd,17634,0.0005255341529846191,0.007177818
4096,134217728,sin(80x)cos(80y),80,80,Bzip2,6960305,0.051858313381671906,42.611741081
4096,134217728,sin(80x)cos(80y),80,80,LZ4Fast,132776295,0.9892604872584343,0.41133223
4096,134217728,sin(80x)cos(80y),80,80,LZ4Frame,33884172,0.25245675444602966,0.043030121
4096,134217728,sin(80x)cos(80y),80,80,Xz,38616,0.00028771162033081055,2.251393822
4096,134217728,sin(80x)cos(80y),80,80,Zlib,56074347,0.41778644174337387,1.792675235
4096,134217728,sin(80x)cos(80y),80,80,Zstd,53562,0.0003990679979324341,0.022758268
16,2048,sin(85x)cos(85y),85,85,Bzip2,214,0.1044921875,0.000144455
16,2048,sin(85x)cos(85y),85,85,LZ4Fast,135,0.06591796875,6.668e-6
16,2048,sin(85x)cos(85y),85,85,LZ4Frame,133,0.06494140625,7.417e-6
16,2048,sin(85x)cos(85y),85,85,Xz,176,0.0859375,0.001269767
16,2048,sin(85x)cos(85y),85,85,Zlib,124,0.060546875,3.5807e-5
16,2048,sin(85x)cos(85y),85,85,Zstd,112,0.0546875,8.2391e-5
32,8192,sin(85x)cos(85y),85,85,Bzip2,439,0.0535888671875,0.000472802
32,8192,sin(85x)cos(85y),85,85,LZ4Fast,334,0.040771484375,1.0483e-5
32,8192,sin(85x)cos(85y),85,85,LZ4Frame,255,0.0311279296875,6.962e-6
32,8192,sin(85x)cos(85y),85,85,Xz,292,0.03564453125,0.001719518
32,8192,sin(85x)cos(85y),85,85,Zlib,274,0.033447265625,5.8556e-5
32,8192,sin(85x)cos(85y),85,85,Zstd,205,0.0250244140625,8.0152e-5
64,32768,sin(85x)cos(85y),85,85,Bzip2,909,0.027740478515625,0.004132515
64,32768,sin(85x)cos(85y),85,85,LZ4Fast,953,0.029083251953125,1.677e-5
64,32768,sin(85x)cos(85y),85,85,LZ4Frame,562,0.01715087890625,2.0164e-5
64,32768,sin(85x)cos(85y),85,85,Xz,488,0.014892578125,0.002307174
64,32768,sin(85x)cos(85y),85,85,Zlib,585,0.017852783203125,0.000145579
64,32768,sin(85x)cos(85y),85,85,Zstd,401,0.012237548828125,0.000359202
128,131072,sin(85x)cos(85y),85,85,Bzip2,1728,0.01318359375,0.018453736
128,131072,sin(85x)cos(85y),85,85,LZ4Fast,2985,0.02277374267578125,4.7546e-5
128,131072,sin(85x)cos(85y),85,85,LZ4Frame,1371,0.01045989990234375,1.6262e-5
128,131072,sin(85x)cos(85y),85,85,Xz,840,0.00640869140625,0.002835378
128,131072,sin(85x)cos(85y),85,85,Zlib,1479,0.01128387451171875,0.000431797
128,131072,sin(85x)cos(85y),85,85,Zstd,813,0.00620269775390625,9.449e-5
256,524288,sin(85x)cos(85y),85,85,Bzip2,3279,0.0062541961669921875,0.094781888
256,524288,sin(85x)cos(85y),85,85,LZ4Fast,299480,0.5712127685546875,0.000748358
256,524288,sin(85x)cos(85y),85,85,LZ4Frame,8780,0.01674652099609375,5.5825e-5
256,524288,sin(85x)cos(85y),85,85,Xz,1512,0.0028839111328125,0.008726442
256,524288,sin(85x)cos(85y),85,85,Zlib,4390,0.008373260498046875,0.001603842
256,524288,sin(85x)cos(85y),85,85,Zstd,1550,0.002956390380859375,0.000207873
512,2097152,sin(85x)cos(85y),85,85,Bzip2,21606,0.010302543640136719,0.592723345
512,2097152,sin(85x)cos(85y),85,85,LZ4Fast,1786189,0.8517212867736816,0.002470795
512,2097152,sin(85x)cos(85y),85,85,LZ4Frame,65572,0.03126716613769531,0.000251657
512,2097152,sin(85x)cos(85y),85,85,Xz,2992,0.00142669677734375,0.030038478
512,2097152,sin(85x)cos(85y),85,85,Zlib,15422,0.007353782653808594,0.006416597
512,2097152,sin(85x)cos(85y),85,85,Zstd,3503,0.0016703605651855469,0.000867789
1024,8388608,sin(85x)cos(85y),85,85,Bzip2,134813,0.016070961952209473,2.563476885
1024,8388608,sin(85x)cos(85y),85,85,LZ4Fast,7780716,0.9275336265563965,0.008188464
1024,8388608,sin(85x)cos(85y),85,85,LZ4Frame,523979,0.06246316432952881,0.001159334
1024,8388608,sin(85x)cos(85y),85,85,Xz,6244,0.0007443428039550781,0.114443266
1024,8388608,sin(85x)cos(85y),85,85,Zlib,59230,0.0070607662200927734,0.025847379
1024,8388608,sin(85x)cos(85y),85,85,Zstd,7760,0.0009250640869140625,0.001664232
2048,33554432,sin(85x)cos(85y),85,85,Bzip2,920816,0.027442455291748047,10.780716493
2048,33554432,sin(85x)cos(85y),85,85,LZ4Fast,32477577,0.9679072201251984,0.054239249
2048,33554432,sin(85x)cos(85y),85,85,LZ4Frame,4231180,0.12609899044036865,0.139188967
2048,33554432,sin(85x)cos(85y),85,85,Xz,14656,0.0004367828369140625,0.453587435
2048,33554432,sin(85x)cos(85y),85,85,Zlib,240358,0.00716322660446167,0.107035952
2048,33554432,sin(85x)cos(85y),85,85,Zstd,17694,0.0005273222923278809,0.007182438
4096,134217728,sin(85x)cos(85y),85,85,Bzip2,6930255,0.051634423434734344,42.53136199
4096,134217728,sin(85x)cos(85y),85,85,LZ4Fast,132813132,0.9895349442958832,0.417248977
4096,134217728,sin(85x)cos(85y),85,85,LZ4Frame,33853451,0.25222786515951157,0.044833602
4096,134217728,sin(85x)cos(85y),85,85,Xz,38712,0.00028842687606811523,2.250073288
4096,134217728,sin(85x)cos(85y),85,85,Zlib,56286802,0.4193693548440933,1.859725673
4096,134217728,sin(85x)cos(85y),85,85,Zstd,53691,0.00040002912282943726,0.022671498
16,2048,sin(90x)cos(90y),90,90,Bzip2,216,0.10546875,0.000143675
16,2048,sin(90x)cos(90y),90,90,LZ4Fast,142,0.0693359375,6.664e-6
16,2048,sin(90x)cos(90y),90,90,LZ4Frame,140,0.068359375,7.825e-6
16,2048,sin(90x)cos(90y),90,90,Xz,180,0.087890625,0.001268652
16,2048,sin(90x)cos(90y),90,90,Zlib,123,0.06005859375,3.8118e-5
16,2048,sin(90x)cos(90y),90,90,Zstd,111,0.05419921875,8.2919e-5
32,8192,sin(90x)cos(90y),90,90,Bzip2,420,0.05126953125,0.000475131
32,8192,sin(90x)cos(90y),90,90,LZ4Fast,341,0.0416259765625,8.631e-6
32,8192,sin(90x)cos(90y),90,90,LZ4Frame,261,0.0318603515625,7.413e-6
32,8192,sin(90x)cos(90y),90,90,Xz,288,0.03515625,0.001727017
32,8192,sin(90x)cos(90y),90,90,Zlib,268,0.03271484375,5.4625e-5
32,8192,sin(90x)cos(90y),90,90,Zstd,200,0.0244140625,7.944e-5
64,32768,sin(90x)cos(90y),90,90,Bzip2,873,0.026641845703125,0.004097849
64,32768,sin(90x)cos(90y),90,90,LZ4Fast,953,0.029083251953125,1.7304e-5
64,32768,sin(90x)cos(90y),90,90,LZ4Frame,555,0.016937255859375,1.7986e-5
64,32768,sin(90x)cos(90y),90,90,Xz,500,0.0152587890625,0.002303867
64,32768,sin(90x)cos(90y),90,90,Zlib,588,0.0179443359375,0.000147966
64,32768,sin(90x)cos(90y),90,90,Zstd,399,0.012176513671875,0.000359818
128,131072,sin(90x)cos(90y),90,90,Bzip2,1735,0.01323699951171875,0.018434783
128,131072,sin(90x)cos(90y),90,90,LZ4Fast,2993,0.02283477783203125,4.5814e-5
128,131072,sin(90x)cos(90y),90,90,LZ4Frame,1378,0.0105133056640625,1.6035e-5
128,131072,sin(90x)cos(90y),90,90,Xz,848,0.0064697265625,0.002836738
128,131072,sin(90x)cos(90y),90,90,Zlib,1487,0.01134490966796875,0.000532194
128,131072,sin(90x)cos(90y),90,90,Zstd,828,0.006317138671875,9.547e-5
256,524288,sin(90x)cos(90y),90,90,Bzip2,3263,0.0062236785888671875,0.094304409
256,524288,sin(90x)cos(90y),90,90,LZ4Fast,296664,0.5658416748046875,0.000737112
256,524288,sin(90x)cos(90y),90,90,LZ4Frame,8732,0.01665496826171875,5.1455e-5
256,524288,sin(90x)cos(90y),90,90,Xz,1528,0.0029144287109375,0.008835021
256,524288,sin(90x)cos(90y),90,90,Zlib,4386,0.008365631103515625,0.001691267
256,524288,sin(90x)cos(90y),90,90,Zstd,1564,0.00298309326171875,0.000204342
512,2097152,sin(90x)cos(90y),90,90,Bzip2,21724,0.010358810424804688,0.59319057
512,2097152,sin(90x)cos(90y),90,90,LZ4Fast,1787196,0.8522014617919922,0.002416057
512,2097152,sin(90x)cos(90y),90,90,LZ4Frame,75642,0.03606891632080078,0.000326661
512,2097152,sin(90x)cos(90y),90,90,Xz,2964,0.0014133453369140625,0.030020303
512,2097152,sin(90x)cos(90y),90,90,Zlib,15422,0.007353782653808594,0.006347659
512,2097152,sin(90x)cos(90y),90,90,Zstd,3491,0.0016646385192871094,0.000871918
1024,8388608,sin(90x)cos(90y),90,90,Bzip2,134475,0.01603066921234131,2.561471865
1024,8388608,sin(90x)cos(90y),90,90,LZ4Fast,7800159,0.9298514127731323,0.008228934
1024,8388608,sin(90x)cos(90y),90,90,LZ4Frame,522124,0.06224203109741211,0.001172311
1024,8388608,sin(90x)cos(90y),90,90,Xz,6144,0.000732421875,0.114606517
1024,8388608,sin(90x)cos(90y),90,90,Zlib,59233,0.007061123847961426,0.026655754
1024,8388608,sin(90x)cos(90y),90,90,Zstd,7778,0.0009272098541259766,0.001626306
2048,33554432,sin(90x)cos(90y),90,90,Bzip2,922528,0.02749347686767578,10.779566119
2048,33554432,sin(90x)cos(90y),90,90,LZ4Fast,32538981,0.9697372019290924,0.054502018
2048,33554432,sin(90x)cos(90y),90,90,LZ4Frame,4236043,0.12624391913414001,0.139967552
2048,33554432,sin(90x)cos(90y),90,90,Xz,14584,0.00043463706970214844,0.452649756
2048,33554432,sin(90x)cos(90y),90,90,Zlib,240376,0.0071637630462646484,0.106059982
2048,33554432,sin(90x)cos(90y),90,90,Zstd,17697,0.0005274116992950439,0.00715281
4096,134217728,sin(90x)cos(90y),90,90,Bzip2,6960184,0.05185741186141968,42.513149918
4096,134217728,sin(90x)cos(90y),90,90,LZ4Fast,132718950,0.9888332337141037,0.410256398
4096,134217728,sin(90x)cos(90y),90,90,LZ4Frame,33819660,0.2519761025905609,0.041471117
4096,134217728,sin(90x)cos(90y),90,90,Xz,39020,0.0002907216548919678,2.240629255
4096,134217728,sin(90x)cos(90y),90,90,Zlib,56473485,0.42076025158166885,1.835163197
4096,134217728,sin(90x)cos(90y),90,90,Zstd,54075,0.000402890145778656,0.022772153
16,2048,sin(95x)cos(95y),95,95,Bzip2,222,0.1083984375,0.000143612
16,2048,sin(95x)cos(95y),95,95,LZ4Fast,140,0.068359375,6.82e-6
16,2048,sin(95x)cos(95y),95,95,LZ4Frame,138,0.0673828125,8.118e-6
16,2048,sin(95x)cos(95y),95,95,Xz,184,0.08984375,0.001265273
16,2048,sin(95x)cos(95y),95,95,Zlib,127,0.06201171875,3.7758e-5
16,2048,sin(95x)cos(95y),95,95,Zstd,115,0.05615234375,8.1805e-5
32,8192,sin(95x)cos(95y),95,95,Bzip2,429,0.0523681640625,0.000477011
32,8192,sin(95x)cos(95y),95,95,LZ4Fast,337,0.0411376953125,8.679e-6
32,8192,sin(95x)cos(95y),95,95,LZ4Frame,258,0.031494140625,7.138e-6
32,8192,sin(95x)cos(95y),95,95,Xz,288,0.03515625,0.001758229
32,8192,sin(95x)cos(95y),95,95,Zlib,272,0.033203125,5.9452e-5
32,8192,sin(95x)cos(95y),95,95,Zstd,206,0.025146484375,7.9186e-5
64,32768,sin(95x)cos(95y),95,95,Bzip2,908,0.0277099609375,0.004116524
64,32768,sin(95x)cos(95y),95,95,LZ4Fast,961,0.029327392578125,1.6065e-5
64,32768,sin(95x)cos(95y),95,95,LZ4Frame,566,0.01727294921875,1.8949e-5
64,32768,sin(95x)cos(95y),95,95,Xz,508,0.0155029296875,0.002314518
64,32768,sin(95x)cos(95y),95,95,Zlib,597,0.018218994140625,0.000148349
64,32768,sin(95x)cos(95y),95,95,Zstd,407,0.012420654296875,0.000357977
128,131072,sin(95x)cos(95y),95,95,Bzip2,1740,0.013275146484375,0.018195695
128,131072,sin(95x)cos(95y),95,95,LZ4Fast,2992,0.0228271484375,4.6926e-5
128,131072,sin(95x)cos(95y),95,95,LZ4Frame,1374,0.0104827880859375,1.6582e-5
128,131072,sin(95x)cos(95y),95,95,Xz,840,0.00640869140625,0.002810535
128,131072,sin(95x)cos(95y),95,95,Zlib,1486,0.0113372802734375,0.000533196
128,131072,sin(95x)cos(95y),95,95,Zstd,819,0.00624847412109375,9.4973e-5
256,524288,sin(95x)cos(95y),95,95,Bzip2,3263,0.0062236785888671875,0.093261594
256,524288,sin(95x)cos(95y),95,95,LZ4Fast,295122,0.5629005432128906,0.000762898
256,524288,sin(95x)cos(95y),95,95,LZ4Frame,8735,0.016660690307617188,5.5147e-5
256,524288,sin(95x)cos(95y),95,95,Xz,1524,0.00290679931640625,0.008752783
256,524288,sin(95x)cos(95y),95,95,Zlib,4379,0.008352279663085938,0.001613547
256,524288,sin(95x)cos(95y),95,95,Zstd,1539,0.0029354095458984375,0.000205162
512,2097152,sin(95x)cos(95y),95,95,Bzip2,21641,0.010319232940673828,0.591241666
512,2097152,sin(95x)cos(95y),95,95,LZ4Fast,1785666,0.8514719009399414,0.002451867
512,2097152,sin(95x)cos(95y),95,95,LZ4Frame,94543,0.04508161544799805,0.000355324
512,2097152,sin(95x)cos(95y),95,95,Xz,3004,0.0014324188232421875,0.030325808
512,2097152,sin(95x)cos(95y),95,95,Zlib,15423,0.007354259490966797,0.006359127
512,2097152,sin(95x)cos(95y),95,95,Zstd,3489,0.0016636848449707031,0.000871702
1024,8388608,sin(95x)cos(95y),95,95,Bzip2,134655,0.01605212688446045,2.557423373
1024,8388608,sin(95x)cos(95y),95,95,LZ4Fast,7764355,0.9255832433700562,0.008194098
1024,8388608,sin(95x)cos(95y),95,95,LZ4Frame,527372,0.06286764144897461,0.001182834
1024,8388608,sin(95x)cos(95y),95,95,Xz,6268,0.0007472038269042969,0.114320438
1024,8388608,sin(95x)cos(95y),95,95,Zlib,59248,0.0070629119873046875,0.026242916
1024,8388608,sin(95x)cos(95y),95,95,Zstd,7769,0.0009261369705200195,0.001633282
2048,33554432,sin(95x)cos(95y),95,95,Bzip2,920470,0.027432143688201904,10.780511904
2048,33554432,sin(95x)cos(95y),95,95,LZ4Fast,32538985,0.969737321138382,0.054372598
2048,33554432,sin(95x)cos(95y),95,95,LZ4Frame,4227339,0.12598451972007751,0.139501602
2048,33554432,sin(95x)cos(95y),95,95,Xz,14596,0.0004349946975708008,0.459534544
2048,33554432,sin(95x)cos(95y),95,95,Zlib,240390,0.007164180278778076,0.106417915
2048,33554432,sin(95x)cos(95y),95,95,Zstd,20473,0.0006101429462432861,0.006039632
4096,134217728,sin(95x)cos(95y),95,95,Bzip2,6931090,0.051640644669532776,42.501437633
4096,134217728,sin(95x)cos(95y),95,95,LZ4Fast,132878663,0.9900231882929802,0.421975593
4096,134217728,sin(95x)cos(95y),95,95,LZ4Frame,33892364,0.25251778960227966,0.040237093
4096,134217728,sin(95x)cos(95y),95,95,Xz,38760,0.0002887845039367676,2.253636307
4096,134217728,sin(95x)cos(95y),95,95,Zlib,56628896,0.4219181537628174,1.885830175
4096,134217728,sin(95x)cos(95y),95,95,Zstd,43357,0.0003230348229408264,0.026961408
16,2048,sin(100x)cos(100y),100,100,Bzip2,212,0.103515625,0.000140742
16,2048,sin(100x)cos(100y),100,100,LZ4Fast,138,0.0673828125,6.854e-6
16,2048,sin(100x)cos(100y),100,100,LZ4Frame,136,0.06640625,7.828e-6
16,2048,sin(100x)cos(100y),100,100,Xz,176,0.0859375,0.001269032
16,2048,sin(100x)cos(100y),100,100,Zlib,119,0.05810546875,3.6087e-5
16,2048,sin(100x)cos(100y),100,100,Zstd,114,0.0556640625,8.1573e-5
32,8192,sin(100x)cos(100y),100,100,Bzip2,446,0.054443359375,0.000469701
32,8192,sin(100x)cos(100y),100,100,LZ4Fast,337,0.0411376953125,8.367e-6
32,8192,sin(100x)cos(100y),100,100,LZ4Frame,258,0.031494140625,6.412e-6
32,8192,sin(100x)cos(100y),100,100,Xz,296,0.0361328125,0.001724427
32,8192,sin(100x)cos(100y),100,100,Zlib,277,0.0338134765625,5.6331e-5
32,8192,sin(100x)cos(100y),100,100,Zstd,213,0.0260009765625,8.1346e-5
64,32768,sin(100x)cos(100y),100,100,Bzip2,943,0.028778076171875,0.004156818
64,32768,sin(100x)cos(100y),100,100,LZ4Fast,960,0.029296875,1.5139e-5
64,32768,sin(100x)cos(100y),100,100,LZ4Frame,569,0.017364501953125,1.8025e-5
64,32768,sin(100x)cos(100y),100,100,Xz,504,0.015380859375,0.002288916
64,32768,sin(100x)cos(100y),100,100,Zlib,594,0.01812744140625,0.000148747
64,32768,sin(100x)cos(100y),100,100,Zstd,408,0.012451171875,0.000352161
128,131072,sin(100x)cos(100y),100,100,Bzip2,1749,0.01334381103515625,0.018350679
128,131072,sin(100x)cos(100y),100,100,LZ4Fast,2993,0.02283477783203125,4.5308e-5
128,131072,sin(100x)cos(100y),100,100,LZ4Frame,1375,0.01049041748046875,1.6704e-5
128,131072,sin(100x)cos(100y),100,100,Xz,844,0.006439208984375,0.002771343
128,131072,sin(100x)cos(100y),100,100,Zlib,1482,0.0113067626953125,0.000510158
128,131072,sin(100x)cos(100y),100,100,Zstd,815,0.00621795654296875,9.8634e-5
256,524288,sin(100x)cos(100y),100,100,Bzip2,3219,0.0061397552490234375,0.100366761
256,524288,sin(100x)cos(100y),100,100,LZ4Fast,281114,0.5361824035644531,0.000755912
256,524288,sin(100x)cos(100y),100,100,LZ4Frame,8683,0.016561508178710938,5.3978e-5
256,524288,sin(100x)cos(100y),100,100,Xz,1504,0.00286865234375,0.008644083
256,524288,sin(100x)cos(100y),100,100,Zlib,4386,0.008365631103515625,0.001600248
256,524288,sin(100x)cos(100y),100,100,Zstd,1538,0.002933502197265625,0.000209992
512,2097152,sin(100x)cos(100y),100,100,Bzip2,21564,0.010282516479492188,0.588900331
512,2097152,sin(100x)cos(100y),100,100,LZ4Fast,1757532,0.8380565643310547,0.002422617
512,2097152,sin(100x)cos(100y),100,100,LZ4Frame,92723,0.04421377182006836,0.000356267
512,2097152,sin(100x)cos(100y),100,100,Xz,2996,0.0014286041259765625,0.030026434
512,2097152,sin(100x)cos(100y),100,100,Zlib,15410,0.007348060607910156,0.006650248
512,2097152,sin(100x)cos(100y),100,100,Zstd,3472,0.00165557861328125,0.000873683
1024,8388608,sin(100x)cos(100y),100,100,Bzip2,134904,0.016081809997558594,2.558047389
1024,8388608,sin(100x)cos(100y),100,100,LZ4Fast,7805269,0.9304605722427368,0.008221963
1024,8388608,sin(100x)cos(100y),100,100,LZ4Frame,519692,0.06195211410522461,0.001244581
1024,8388608,sin(100x)cos(100y),100,100,Xz,6264,0.0007467269897460938,0.114830163
1024,8388608,sin(100x)cos(100y),100,100,Zlib,59247,0.007062792778015137,0.025917684
1024,8388608,sin(100x)cos(100y),100,100,Zstd,7826,0.0009329319000244141,0.001651472
2048,33554432,sin(100x)cos(100y),100,100,Bzip2,920375,0.027429312467575073,10.778495525
2048,33554432,sin(100x)cos(100y),100,100,LZ4Fast,32510315,0.9688828885555267,0.054735526
2048,33554432,sin(100x)cos(100y),100,100,LZ4Frame,4227596,0.12599217891693115,0.14040603
2048,33554432,sin(100x)cos(100y),100,100,Xz,14664,0.00043702125549316406,0.457164791
2048,33554432,sin(100x)cos(100y),100,100,Zlib,240374,0.007163703441619873,0.106833814
2048,33554432,sin(100x)cos(100y),100,100,Zstd,17602,0.0005245804786682129,0.007183002
4096,134217728,sin(100x)cos(100y),100,100,Bzip2,7025674,0.05234535038471222,42.526849058
4096,134217728,sin(100x)cos(100y),100,100,LZ4Fast,133095693,0.9916401877999306,0.408566273
4096,134217728,sin(100x)cos(100y),100,100,LZ4Frame,33932299,0.2528153285384178,0.039629761
4096,134217728,sin(100x)cos(100y),100,100,Xz,38760,0.0002887845039367676,2.251306369
4096,134217728,sin(100x)cos(100y),100,100,Zlib,56739751,0.4227440878748894,1.832032322
4096,134217728,sin(100x)cos(100y),100,100,Zstd,53775,0.00040065497159957886,0.022534409
